Pokedex Number,Pokemon Name,Alternate Form Name,Legendary Type,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Male Ratio,Female Ratio,Base Happiness,Game(s) of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,EV Yield Total,Catch Rate,Experience Growth,Experience Growth Total,Primary Egg Group,Secondary Egg Group,Egg Cycle Count
100,Voltorb,NULL,NULL,0.5,10.5,Electric,NULL,0.0,0.0,50,Red,40,30,50,55,55,100,330,0,0,0,0,0,1,1,190,Medium Fast,1000000,Mineral,NULL,20
100,Voltorb,Hisui,NULL,0.5,13.0,Electric,Grass,0.0,0.0,50,Legends Arceus,40,30,50,55,55,100,330,0,0,0,0,0,1,1,235,Medium Fast,1000000,Mineral,NULL,20
101,Electrode,NULL,NULL,1.2,66.6,Electric,NULL,0.0,0.0,50,Red,60,50,70,80,80,150,490,0,0,0,0,0,2,2,60,Medium Fast,1000000,Mineral,NULL,20
101,Electrode,Hisui,NULL,1.2,71.0,Electric,Grass,0.0,0.0,50,Legends Arceus,60,50,70,80,80,150,490,0,0,0,0,0,2,2,135,Medium Fast,1000000,Mineral,NULL,20
102,Exeggcute,NULL,NULL,0.4,2.5,Grass,Psychic,50.0,50.0,50,Red,60,40,80,60,45,40,325,0,0,1,0,0,0,1,90,Slow,1250000,Grass,NULL,20
103,Exeggutor,NULL,NULL,2.0,120.0,Grass,Psychic,50.0,50.0,50,Red,95,95,85,125,75,55,530,0,0,0,2,0,0,2,45,Slow,1250000,Grass,NULL,20
103,Exeggutor,NULL,NULL,2.0,120.0,Grass,Psychic,50.0,50.0,50,Red,95,95,85,125,75,55,530,0,0,0,2,0,0,2,45,Slow,1250000,Grass,NULL,20
103,Exeggutor,NULL,NULL,2.0,120.0,Grass,Psychic,50.0,50.0,50,Red,95,95,85,125,75,55,530,0,0,0,2,0,0,2,45,Slow,1250000,Grass,NULL,20
103,Exeggutor,Alola,NULL,10.9,415.6,Grass,Dragon,50.0,50.0,50,Sun,95,105,85,125,75,45,530,0,0,0,2,0,0,2,45,Slow,1250000,Grass,NULL,20
103,Exeggutor,Alola,NULL,10.9,415.6,Grass,Dragon,50.0,50.0,50,Sun,95,105,85,125,75,45,530,0,0,0,2,0,0,2,45,Slow,1250000,Grass,NULL,20
104,Cubone,NULL,NULL,0.4,6.5,Ground,NULL,50.0,50.0,50,Red,50,50,95,40,50,35,320,0,0,1,0,0,0,1,190,Medium Fast,1000000,Monster,NULL,20
105,Marowak,NULL,NULL,1.0,45.0,Ground,NULL,50.0,50.0,50,Red,60,80,110,50,80,45,425,0,0,2,0,0,0,2,75,Medium Fast,1000000,Monster,NULL,20
105,Marowak,NULL,NULL,1.0,45.0,Ground,NULL,50.0,50.0,50,Red,60,80,110,50,80,45,425,0,0,2,0,0,0,2,75,Medium Fast,1000000,Monster,NULL,20
105,Marowak,NULL,NULL,1.0,45.0,Ground,NULL,50.0,50.0,50,Red,60,80,110,50,80,45,425,0,0,2,0,0,0,2,75,Medium Fast,1000000,Monster,NULL,20
105,Marowak,Alola,NULL,1.0,34.0,Ghost,Fire,50.0,50.0,50,Sun,60,80,110,50,80,45,425,0,0,2,0,0,0,2,75,Medium Fast,1000000,Monster,NULL,20
105,Marowak,Alola,NULL,1.0,34.0,Ghost,Fire,50.0,50.0,50,Sun,60,80,110,50,80,45,425,0,0,2,0,0,0,2,75,Medium Fast,1000000,Monster,NULL,20
106,Hitmonlee,NULL,NULL,1.5,49.8,Fighting,NULL,100.0,0.0,50,Red,50,120,53,35,110,87,455,0,2,0,0,0,0,2,45,Medium Fast,1000000,Human-Like,NULL,25
107,Hitmonchan,NULL,NULL,1.4,50.2,Fighting,NULL,100.0,0.0,50,Red,50,105,79,35,110,76,455,0,0,0,0,2,0,2,45,Medium Fast,1000000,Human-Like,NULL,25
108,Lickitung,NULL,NULL,1.2,65.5,Normal,NULL,50.0,50.0,50,Red,90,55,75,60,75,30,385,2,0,0,0,0,0,2,45,Medium Fast,1000000,Monster,NULL,20
109,Koffing,NULL,NULL,0.6,1.0,Poison,NULL,50.0,50.0,50,Red,40,65,95,60,45,35,340,0,0,1,0,0,0,1,190,Medium Fast,1000000,Amorphous,NULL,20
110,Weezing,NULL,NULL,1.2,9.5,Poison,NULL,50.0,50.0,50,Red,65,90,120,85,70,60,490,0,0,2,0,0,0,2,60,Medium Fast,1000000,Amorphous,NULL,20
110,Weezing,Galar,NULL,3.0,16.0,Poison,Fairy,50.0,50.0,50,Sword,65,90,120,85,70,60,490,0,0,2,0,0,0,2,60,Medium Fast,1000000,Amorphous,NULL,20
111,Rhyhorn,NULL,NULL,1.0,115.0,Ground,Rock,50.0,50.0,50,Red,80,85,95,30,30,25,345,0,0,1,0,0,0,1,120,Slow,1250000,Monster,Field,20
112,Rhydon,NULL,NULL,1.9,120.0,Ground,Rock,50.0,50.0,50,Red,105,130,120,45,45,40,485,0,2,0,0,0,0,2,60,Slow,1250000,Monster,Field,20
113,Chansey,NULL,NULL,1.1,34.6,Normal,NULL,0.0,100.0,140,Red,250,5,5,35,105,50,450,2,0,0,0,0,0,2,30,Fast,800000,Fairy,NULL,40
114,Tangela,NULL,NULL,1.0,35.0,Grass,NULL,50.0,50.0,50,Red,65,55,115,100,40,60,435,0,0,1,0,0,0,1,45,Medium Fast,1000000,Grass,NULL,20
115,Kangaskhan,NULL,NULL,2.2,80.0,Normal,NULL,0.0,100.0,50,Red,105,95,80,40,80,90,490,2,0,0,0,0,0,2,45,Medium Fast,1000000,Monster,NULL,20
115,Kangaskhan,Mega,NULL,2.2,100.0,Normal,NULL,0.0,100.0,70,X,105,125,100,60,100,100,590,2,0,0,0,0,0,2,45,Medium Fast,1000000,Monster,NULL,20
116,Horsea,NULL,NULL,0.4,8.0,Water,NULL,50.0,50.0,50,Red,30,40,70,70,25,60,295,0,0,0,1,0,0,1,225,Medium Fast,1000000,Water 1,Dragon,20
117,Seadra,NULL,NULL,1.2,25.0,Water,NULL,50.0,50.0,50,Red,55,65,95,95,45,85,440,0,0,1,1,0,0,2,75,Medium Fast,1000000,Water 1,Dragon,20
118,Goldeen,NULL,NULL,0.6,15.0,Water,NULL,50.0,50.0,50,Red,45,67,60,35,50,63,320,0,1,0,0,0,0,1,225,Medium Fast,1000000,Water 2,NULL,20
119,Seaking,NULL,NULL,1.3,39.0,Water,NULL,50.0,50.0,50,Red,80,92,65,65,80,68,450,0,2,0,0,0,0,2,60,Medium Fast,1000000,Water 2,NULL,20
120,Staryu,NULL,NULL,0.8,34.5,Water,NULL,0.0,0.0,50,Red,30,45,55,70,55,85,340,0,0,0,0,0,1,1,225,Slow,1250000,Water 3,NULL,20
121,Starmie,NULL,NULL,1.1,80.0,Water,Psychic,0.0,0.0,50,Red,60,75,85,100,85,115,520,0,0,0,0,0,2,2,60,Slow,1250000,Water 3,NULL,20
122,Mr. Mime,NULL,NULL,1.3,54.5,Psychic,Fairy,50.0,50.0,50,Red,40,45,65,100,120,90,460,0,0,0,0,2,0,2,45,Medium Fast,1000000,Human-Like,NULL,25
122,Mr. Mime,Galar,NULL,1.4,56.0,Ice,Psychic,50.0,50.0,50,Sword,50,65,65,90,90,100,460,0,0,0,0,2,0,2,45,Medium Fast,1000000,Human-Like,NULL,25
123,Scyther,NULL,NULL,1.5,56.0,Bug,Flying,50.0,50.0,50,Red,70,110,80,55,80,105,500,0,1,0,0,0,0,1,45,Medium Fast,1000000,Bug,NULL,25
124,Jynx,NULL,NULL,1.4,40.6,Ice,Psychic,0.0,100.0,50,Red,65,50,35,115,95,95,455,0,0,0,2,0,0,2,45,Medium Fast,1000000,Human-Like,NULL,25
125,Electabuzz,NULL,NULL,1.1,30.0,Electric,NULL,75.0,25.0,50,Red,65,83,57,95,85,105,490,0,0,0,0,0,2,2,45,Medium Fast,1000000,Human-Like,NULL,25
126,Magmar,NULL,NULL,1.3,44.5,Fire,NULL,75.0,25.0,50,Red,65,95,57,100,85,93,495,0,0,0,2,0,0,2,45,Medium Fast,1000000,Human-Like,NULL,25
127,Pinsir,NULL,NULL,1.5,55.0,Bug,NULL,50.0,50.0,50,Red,65,125,100,55,70,85,500,0,2,0,0,0,0,2,45,Slow,1250000,Bug,NULL,25
127,Pinsir,Mega,NULL,1.7,59.0,Bug,Flying,50.0,50.0,70,X,65,155,120,65,90,105,600,0,2,0,0,0,0,2,45,Slow,1250000,Bug,NULL,25
128,Tauros,NULL,NULL,1.4,88.4,Normal,NULL,100.0,0.0,50,Red,75,100,95,40,70,110,490,0,1,0,0,0,1,2,45,Slow,1250000,Field,NULL,20
128,Tauros,Paldean Combat Breed,NULL,1.4,115.0,Fighting,NULL,100.0,0.0,70,Scarlet,75,110,105,30,70,100,490,0,1,0,0,0,1,2,45,Slow,1250000,Field,NULL,20
128,Tauros,Paldean Blaze Breed,NULL,1.4,85.0,Fighting,Fire,100.0,0.0,70,Scarlet,75,110,105,30,70,100,490,0,1,0,0,0,1,2,45,Slow,1250000,Field,NULL,20
128,Tauros,Paldean Aqua Breed,NULL,1.4,110.0,Fighting,Water,100.0,0.0,70,Scarlet,75,110,105,30,70,100,490,0,1,0,0,0,1,2,45,Slow,1250000,Field,NULL,20
129,Magikarp,NULL,NULL,0.9,10.0,Water,NULL,50.0,50.0,50,Red,20,10,55,15,20,80,200,0,0,0,0,0,1,1,255,Slow,1250000,Water 2,Dragon,5
130,Gyarados,NULL,NULL,6.5,235.0,Water,Flying,50.0,50.0,50,Red,95,125,79,60,100,81,540,0,2,0,0,0,0,2,45,Slow,1250000,Water 2,Dragon,5
130,Gyarados,Mega,NULL,6.5,305.0,Water,Dark,50.0,50.0,70,X,95,155,109,70,130,81,640,0,2,0,0,0,0,2,45,Slow,1250000,Water 2,Dragon,5
131,Lapras,NULL,NULL,2.5,220.0,Water,Ice,50.0,50.0,50,Red,130,85,80,85,95,60,535,2,0,0,0,0,0,2,45,Slow,1250000,Monster,Water 1,40
132,Ditto,NULL,NULL,0.3,4.0,Normal,NULL,0.0,0.0,50,Red,48,48,48,48,48,48,288,1,0,0,0,0,0,1,35,Medium Fast,1000000,Ditto,NULL,20
133,Eevee,NULL,NULL,0.3,6.5,Normal,NULL,87.5,12.5,50,Red,55,55,50,45,65,55,325,0,0,0,0,1,0,1,45,Medium Fast,1000000,Field,NULL,35
133,Eevee,Starter,NULL,0.3,6.5,Normal,NULL,87.5,12.5,70,Let's Go Pikachu,65,75,70,65,85,75,435,0,0,0,0,1,0,1,45,Medium Fast,1000000,Field,NULL,35
134,Vaporeon,NULL,NULL,1.0,29.0,Water,NULL,87.5,12.5,50,Red,130,65,60,110,95,65,525,2,0,0,0,0,0,2,45,Medium Fast,1000000,Field,NULL,35
135,Jolteon,NULL,NULL,0.8,24.5,Electric,NULL,87.5,12.5,50,Red,65,65,60,110,95,130,525,0,0,0,0,0,2,2,45,Medium Fast,1000000,Field,NULL,35
136,Flareon,NULL,NULL,0.9,25.0,Fire,NULL,87.5,12.5,50,Red,65,130,60,95,110,65,525,0,2,0,0,0,0,2,45,Medium Fast,1000000,Field,NULL,35
137,Porygon,NULL,NULL,0.8,36.5,Normal,NULL,0.0,0.0,50,Red,65,60,70,85,75,40,395,0,0,0,1,0,0,1,45,Medium Fast,1000000,Mineral,NULL,20
138,Omanyte,NULL,NULL,0.4,7.5,Rock,Water,87.5,12.5,50,Red,35,40,100,90,55,35,355,0,0,1,0,0,0,1,45,Medium Fast,1000000,Water 1,Water 3,30
139,Omastar,NULL,NULL,1.0,35.0,Rock,Water,87.5,12.5,50,Red,70,60,125,115,70,55,495,0,0,2,0,0,0,2,45,Medium Fast,1000000,Water 1,Water 3,30
140,Kabuto,NULL,NULL,0.5,11.5,Rock,Water,87.5,12.5,50,Red,30,80,90,55,45,55,355,0,0,1,0,0,0,1,45,Medium Fast,1000000,Water 1,Water 3,30
141,Kabutops,NULL,NULL,1.3,40.5,Rock,Water,87.5,12.5,50,Red,60,115,105,65,70,80,495,0,2,0,0,0,0,2,45,Medium Fast,1000000,Water 1,Water 3,30
142,Aerodactyl,NULL,NULL,1.8,59.0,Rock,Flying,87.5,12.5,50,Red,80,105,65,60,75,130,515,0,0,0,0,0,2,2,45,Slow,1250000,Flying,NULL,35
142,Aerodactyl,Mega,NULL,2.1,79.0,Rock,Flying,87.5,12.5,70,X,80,135,85,70,95,150,615,0,0,0,0,0,2,2,45,Slow,1250000,Flying,NULL,35
143,Snorlax,NULL,NULL,2.1,460.0,Normal,NULL,87.5,12.5,50,Red,160,110,65,65,110,30,540,2,0,0,0,0,0,2,25,Slow,1250000,Monster,NULL,40
144,Articuno,NULL,Sub-Legendary,1.7,55.4,Ice,Flying,0.0,0.0,35,Red,90,85,100,95,125,85,580,0,0,0,0,3,0,3,3,Slow,1250000,No Eggs Discovered,NULL,80
144,Articuno,Galar,Sub-Legendary,1.7,50.9,Psychic,Flying,0.0,0.0,35,Sword,90,85,85,125,100,95,580,0,0,0,3,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,80
145,Zapdos,NULL,Sub-Legendary,1.6,52.6,Electric,Flying,0.0,0.0,35,Red,90,90,85,125,90,100,580,0,0,0,3,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,80
145,Zapdos,Galar,Sub-Legendary,1.6,58.2,Fighting,Flying,0.0,0.0,35,Sword,90,125,90,85,90,100,580,0,3,0,0,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,80
146,Moltres,NULL,Sub-Legendary,2.0,60.0,Fire,Flying,0.0,0.0,35,Red,90,100,90,125,85,90,580,0,0,0,3,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,80
146,Moltres,Galar,Sub-Legendary,2.0,66.0,Dark,Flying,0.0,0.0,35,Sword,90,85,90,100,125,90,580,0,0,0,0,3,0,3,3,Slow,1250000,No Eggs Discovered,NULL,80
147,Dratini,NULL,NULL,1.8,3.3,Dragon,NULL,50.0,50.0,35,Red,41,64,45,50,50,50,300,0,1,0,0,0,0,1,45,Slow,1250000,Water 1,Dragon,40
148,Dragonair,NULL,NULL,4.0,16.5,Dragon,NULL,50.0,50.0,35,Red,61,84,65,70,70,70,420,0,2,0,0,0,0,2,45,Slow,1250000,Water 1,Dragon,40
149,Dragonite,NULL,NULL,2.2,210.0,Dragon,Flying,50.0,50.0,35,Red,91,134,95,100,100,80,600,0,3,0,0,0,0,3,45,Slow,1250000,Water 1,Dragon,40
150,Mewtwo,NULL,Legendary,2.0,122.0,Psychic,NULL,0.0,0.0,0,Red,106,110,90,154,90,130,680,0,0,0,3,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,120
150,Mewtwo,Mega X,Legendary,2.3,127.0,Psychic,NULL,0.0,0.0,0,X,106,190,100,154,100,130,780,0,0,0,3,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,120
150,Mewtwo,Mega Y,Legendary,1.5,33.0,Psychic,NULL,0.0,0.0,0,X,106,150,70,194,120,140,780,0,0,0,3,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,120
151,Mew,NULL,Mythical,0.4,4.0,Psychic,NULL,0.0,0.0,100,Red,100,100,100,100,100,100,600,3,0,0,0,0,0,3,45,Medium Slow,1059860,No Eggs Discovered,NULL,120
152,Chikorita,NULL,NULL,0.9,6.4,Grass,NULL,87.5,12.5,50,Gold,45,49,65,49,65,45,318,0,0,0,0,1,0,1,45,Medium Slow,1059860,Monster,Grass,20
153,Bayleef,NULL,NULL,1.2,15.8,Grass,NULL,87.5,12.5,50,Gold,60,62,80,63,80,60,405,0,0,1,0,1,0,2,45,Medium Slow,1059860,Monster,Grass,20
154,Meganium,NULL,NULL,1.8,100.5,Grass,NULL,87.5,12.5,50,Gold,80,82,100,83,100,80,525,0,0,1,0,2,0,3,45,Medium Slow,1059860,Monster,Grass,20
155,Cyndaquil,NULL,NULL,0.5,7.9,Fire,NULL,87.5,12.5,50,Gold,39,52,43,60,50,65,309,0,0,0,0,0,1,1,45,Medium Slow,1059860,Field,NULL,20
156,Quilava,NULL,NULL,0.9,19.0,Fire,NULL,87.5,12.5,50,Gold,58,64,58,80,65,80,405,0,0,0,1,0,1,2,45,Medium Slow,1059860,Field,NULL,20
157,Typhlosion,NULL,NULL,1.7,79.5,Fire,NULL,87.5,12.5,50,Gold,78,84,78,109,85,100,534,0,0,0,3,0,0,3,45,Medium Slow,1059860,Field,NULL,20
157,Typhlosion,Hisui,NULL,1.6,69.8,Fire,Ghost,87.5,12.5,50,Legends Arceus,73,84,78,119,85,95,534,0,0,0,3,0,0,3,55,Medium Slow,1059860,Field,NULL,20
157,Typhlosion,Hisui,NULL,1.6,69.8,Fire,Ghost,87.5,12.5,50,Legends Arceus,73,84,78,119,85,95,534,0,0,0,3,0,0,3,55,Medium Slow,1059860,Field,NULL,20
158,Totodile,NULL,NULL,0.6,9.5,Water,NULL,87.5,12.5,50,Gold,50,65,64,44,48,43,314,0,1,0,0,0,0,1,45,Medium Slow,1059860,Monster,Water 1,20
159,Croconaw,NULL,NULL,1.1,25.0,Water,NULL,87.5,12.5,50,Gold,65,80,80,59,63,58,405,0,1,1,0,0,0,2,45,Medium Slow,1059860,Monster,Water 1,20
160,Feraligatr,NULL,NULL,2.3,88.8,Water,NULL,87.5,12.5,50,Gold,85,105,100,79,83,78,530,0,2,1,0,0,0,3,45,Medium Slow,1059860,Monster,Water 1,20
161,Sentret,NULL,NULL,0.8,6.0,Normal,NULL,50.0,50.0,50,Gold,35,46,34,35,45,20,215,0,1,0,0,0,0,1,255,Medium Fast,1000000,Field,NULL,15
162,Furret,NULL,NULL,1.8,32.5,Normal,NULL,50.0,50.0,50,Gold,85,76,64,45,55,90,415,0,0,0,0,0,2,2,90,Medium Fast,1000000,Field,NULL,15
163,Hoothoot,NULL,NULL,0.7,21.2,Normal,Flying,50.0,50.0,50,Gold,60,30,30,36,56,50,262,1,0,0,0,0,0,1,255,Medium Fast,1000000,Flying,NULL,15
164,Noctowl,NULL,NULL,1.6,40.8,Normal,Flying,50.0,50.0,50,Gold,100,50,50,86,96,70,452,2,0,0,0,0,0,2,90,Medium Fast,1000000,Flying,NULL,15
165,Ledyba,NULL,NULL,1.0,10.8,Bug,Flying,50.0,50.0,50,Gold,40,20,30,40,80,55,265,0,0,0,0,1,0,1,255,Fast,800000,Bug,NULL,15
166,Ledian,NULL,NULL,1.4,35.6,Bug,Flying,50.0,50.0,50,Gold,55,35,50,55,110,85,390,0,0,0,0,2,0,2,90,Fast,800000,Bug,NULL,15
167,Spinarak,NULL,NULL,0.5,8.5,Bug,Poison,50.0,50.0,50,Gold,40,60,40,40,40,30,250,0,1,0,0,0,0,1,255,Fast,800000,Bug,NULL,15
168,Ariados,NULL,NULL,1.1,33.5,Bug,Poison,50.0,50.0,50,Gold,70,90,70,60,70,40,400,0,2,0,0,0,0,2,90,Fast,800000,Bug,NULL,15
169,Crobat,NULL,NULL,1.8,75.0,Poison,Flying,50.0,50.0,50,Gold,85,90,80,70,80,130,535,0,0,0,0,0,3,3,90,Medium Fast,1000000,Flying,NULL,15
170,Chinchou,NULL,NULL,0.5,12.0,Water,Electric,50.0,50.0,50,Gold,75,38,38,56,56,67,330,1,0,0,0,0,0,1,190,Slow,1250000,Water 2,NULL,20
171,Lanturn,NULL,NULL,1.2,22.5,Water,Electric,50.0,50.0,50,Gold,125,58,58,76,76,67,460,2,0,0,0,0,0,2,75,Slow,1250000,Water 2,NULL,20
172,Pichu,NULL,NULL,0.3,2.0,Electric,NULL,50.0,50.0,50,Gold,20,40,15,35,35,60,205,0,0,0,0,0,1,1,190,Medium Fast,1000000,No Eggs Discovered,NULL,10
173,Cleffa,NULL,NULL,0.3,3.0,Fairy,NULL,25.0,75.0,140,Gold,50,25,28,45,55,15,218,0,0,0,0,1,0,1,150,Fast,800000,No Eggs Discovered,NULL,10
174,Igglybuff,NULL,NULL,0.3,1.0,Normal,Fairy,25.0,75.0,50,Gold,90,30,15,40,20,15,210,1,0,0,0,0,0,1,170,Fast,800000,No Eggs Discovered,NULL,10
175,Togepi,NULL,NULL,0.3,1.5,Fairy,NULL,87.5,12.5,50,Gold,35,20,65,40,65,20,245,0,0,0,0,1,0,1,190,Fast,800000,No Eggs Discovered,NULL,10
176,Togetic,NULL,NULL,0.6,3.2,Fairy,Flying,87.5,12.5,50,Gold,55,40,85,80,105,40,405,0,0,0,0,2,0,2,75,Fast,800000,Flying,Fairy,10
177,Natu,NULL,NULL,0.2,2.0,Psychic,Flying,50.0,50.0,50,Gold,40,50,45,70,45,70,320,0,0,0,1,0,0,1,190,Medium Fast,1000000,Flying,NULL,20
178,Xatu,NULL,NULL,1.5,15.0,Psychic,Flying,50.0,50.0,50,Gold,65,75,70,95,70,95,470,0,0,0,1,0,1,2,75,Medium Fast,1000000,Flying,NULL,20
179,Mareep,NULL,NULL,0.6,7.8,Electric,NULL,50.0,50.0,50,Gold,55,40,40,65,45,35,280,0,0,0,1,0,0,1,235,Medium Slow,1059860,Monster,Field,20
180,Flaaffy,NULL,NULL,0.8,13.3,Electric,NULL,50.0,50.0,50,Gold,70,55,55,80,60,45,365,0,0,0,2,0,0,2,120,Medium Slow,1059860,Monster,Field,20
181,Ampharos,NULL,NULL,1.4,61.5,Electric,NULL,50.0,50.0,50,Gold,90,75,85,115,90,55,510,0,0,0,3,0,0,3,45,Medium Slow,1059860,Monster,Field,20
181,Ampharos,Mega,NULL,1.4,61.5,Electric,Dragon,50.0,50.0,70,X,90,95,105,165,110,45,610,0,0,0,3,0,0,3,45,Medium Slow,1059860,Monster,Field,20
182,Bellossom,NULL,NULL,0.4,5.8,Grass,NULL,50.0,50.0,50,Gold,75,80,95,90,100,50,490,0,0,0,0,3,0,3,45,Medium Slow,1059860,Grass,NULL,20
183,Marill,NULL,NULL,0.4,8.5,Water,Fairy,50.0,50.0,50,Gold,70,20,50,20,50,40,250,2,0,0,0,0,0,2,190,Fast,800000,Water 1,Fairy,10
184,Azumarill,NULL,NULL,0.8,28.5,Water,Fairy,50.0,50.0,50,Gold,100,50,80,60,80,50,420,3,0,0,0,0,0,3,75,Fast,800000,Water 1,Fairy,10
185,Sudowoodo,NULL,NULL,1.2,38.0,Rock,NULL,50.0,50.0,50,Gold,70,110,115,30,65,30,420,0,0,2,0,0,0,2,65,Medium Fast,1000000,Mineral,NULL,20
186,Politoed,NULL,NULL,1.1,33.9,Water,NULL,50.0,50.0,50,Gold,90,75,75,90,100,70,500,0,0,0,0,3,0,3,45,Medium Slow,1059860,Water 1,NULL,20
187,Hoppip,NULL,NULL,0.4,0.5,Grass,Flying,50.0,50.0,50,Gold,35,35,40,35,55,50,250,0,0,0,0,1,0,1,255,Medium Slow,1059860,Fairy,Grass,20
188,Skiploom,NULL,NULL,0.6,1.0,Grass,Flying,50.0,50.0,50,Gold,55,45,50,45,65,80,340,0,0,0,0,0,2,2,120,Medium Slow,1059860,Fairy,Grass,20
189,Jumpluff,NULL,NULL,0.8,3.0,Grass,Flying,50.0,50.0,50,Gold,75,55,70,55,95,110,460,0,0,0,0,0,3,3,45,Medium Slow,1059860,Fairy,Grass,20
190,Aipom,NULL,NULL,0.8,11.5,Normal,NULL,50.0,50.0,50,Gold,55,70,55,40,55,85,360,0,0,0,0,0,1,1,45,Fast,800000,Field,NULL,20
191,Sunkern,NULL,NULL,0.3,1.8,Grass,NULL,50.0,50.0,50,Gold,30,30,30,30,30,30,180,0,0,0,1,0,0,1,235,Medium Slow,1059860,Grass,NULL,20
192,Sunflora,NULL,NULL,0.8,8.5,Grass,NULL,50.0,50.0,50,Gold,75,75,55,105,85,30,425,0,0,0,2,0,0,2,120,Medium Slow,1059860,Grass,NULL,20
193,Yanma,NULL,NULL,1.2,38.0,Bug,Flying,50.0,50.0,50,Gold,65,65,45,75,45,95,390,0,0,0,0,0,1,1,75,Medium Fast,1000000,Bug,NULL,20
194,Wooper,NULL,NULL,0.4,8.5,Water,Ground,50.0,50.0,50,Gold,55,45,45,25,25,15,210,1,0,0,0,0,0,1,255,Medium Fast,1000000,Water 1,Field,20
194,Wooper,Paldea,NULL,0.4,11.0,Poison,Ground,50.0,50.0,70,Scarlet,55,45,45,25,25,15,210,1,0,0,0,0,0,1,255,Medium Fast,1000000,Water 1,Field,20
195,Quagsire,NULL,NULL,1.4,75.0,Water,Ground,50.0,50.0,50,Gold,95,85,85,65,65,35,430,2,0,0,0,0,0,2,90,Medium Fast,1000000,Water 1,Field,20
196,Espeon,NULL,NULL,0.9,26.5,Psychic,NULL,87.5,12.5,50,Gold,65,65,60,130,95,110,525,0,0,0,2,0,0,2,45,Medium Fast,1000000,Field,NULL,35
197,Umbreon,NULL,NULL,1.0,27.0,Dark,NULL,87.5,12.5,35,Gold,95,65,110,60,130,65,525,0,0,0,0,2,0,2,45,Medium Fast,1000000,Field,NULL,35
198,Murkrow,NULL,NULL,0.5,2.1,Dark,Flying,50.0,50.0,35,Gold,60,85,42,85,42,91,405,0,0,0,0,0,1,1,30,Medium Slow,1059860,Flying,NULL,20
199,Slowking,NULL,NULL,2.0,79.5,Water,Psychic,50.0,50.0,50,Gold,95,75,80,100,110,30,490,0,0,0,0,3,0,3,70,Medium Fast,1000000,Monster,Water 1,20
199,Slowking,Galar,NULL,1.8,79.5,Poison,Psychic,50.0,50.0,50,Sword,95,65,80,110,110,30,490,0,0,0,0,2,0,2,70,Medium Fast,1000000,Monster,Water 1,20
200,Misdreavus,NULL,NULL,0.7,1.0,Ghost,NULL,50.0,50.0,35,Gold,60,60,60,85,85,85,435,0,0,0,0,1,0,1,45,Fast,800000,Amorphous,NULL,25
201,Unown,NULL,NULL,0.5,5.0,Psychic,NULL,0.0,0.0,50,Gold,48,72,48,72,48,48,336,0,1,0,1,0,0,2,225,Medium Fast,1000000,No Eggs Discovered,NULL,40
201,Unown,A,NULL,0.5,5.0,Psychic,NULL,0.0,0.0,50,Gold,48,72,48,72,48,48,336,0,1,0,1,0,0,2,225,Medium Fast,1000000,No Eggs Discovered,NULL,40
201,Unown,B,NULL,0.5,5.0,Psychic,NULL,0.0,0.0,50,Gold,48,72,48,72,48,48,336,0,1,0,1,0,0,2,225,Medium Fast,1000000,No Eggs Discovered,NULL,40
201,Unown,C,NULL,0.5,5.0,Psychic,NULL,0.0,0.0,50,Gold,48,72,48,72,48,48,336,0,1,0,1,0,0,2,225,Medium Fast,1000000,No Eggs Discovered,NULL,40
201,Unown,D,NULL,0.5,5.0,Psychic,NULL,0.0,0.0,50,Gold,48,72,48,72,48,48,336,0,1,0,1,0,0,2,225,Medium Fast,1000000,No Eggs Discovered,NULL,40
201,Unown,E,NULL,0.5,5.0,Psychic,NULL,0.0,0.0,50,Gold,48,72,48,72,48,48,336,0,1,0,1,0,0,2,225,Medium Fast,1000000,No Eggs Discovered,NULL,40
201,Unown,G,NULL,0.5,5.0,Psychic,NULL,0.0,0.0,50,Gold,48,72,48,72,48,48,336,0,1,0,1,0,0,2,225,Medium Fast,1000000,No Eggs Discovered,NULL,40
201,Unown,H,NULL,0.5,5.0,Psychic,NULL,0.0,0.0,50,Gold,48,72,48,72,48,48,336,0,1,0,1,0,0,2,225,Medium Fast,1000000,No Eggs Discovered,NULL,40
201,Unown,I,NULL,0.5,5.0,Psychic,NULL,0.0,0.0,50,Gold,48,72,48,72,48,48,336,0,1,0,1,0,0,2,225,Medium Fast,1000000,No Eggs Discovered,NULL,40
201,Unown,J,NULL,0.5,5.0,Psychic,NULL,0.0,0.0,50,Gold,48,72,48,72,48,48,336,0,1,0,1,0,0,2,225,Medium Fast,1000000,No Eggs Discovered,NULL,40
